protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,F_distribution,Pvalue,Result
slr1604,12664721.013104,15245278.6362611,13058138.672001101,14963343.222870499,12068034.9472464,13052544.9368776,12992390.513405,5692436.63544841,251649.40754218103,9413501.14739839,13762708.2375651,14295301.8714474,16997206.909175303,14567643.4781382,13579056.0642645,13114082.8985492,13345807.7852433,7526058.55831385,13845497.951186499,7778315.2249649,1.4076282137799745,0.27907387751942964,no
slr1609,1795026.9533439,1850604.40556834,1034270.24752485,1053734.1644055,2486471.01478066,826852.874978304,1850797.86524948,1139012.38840721,1071031.69006623,1215578.41235784,889051.623661834,1066764.37042005,797984.051350019,1312521.98592405,972387.781025159,1076893.83611411,1594164.61016751,1388655.07683165,4281075.61270086,1465465.05810314,1.5658358898781473,0.23433932714362904,no
slr1610,1283512.69364,1083142.07434,829779.005959,831411.354947,708503.50211,584912.016023,599187.061521,397926.670811,636430.714062,648460.413317,676647.310581,717397.804928,457195.18235,696225.603929,509171.18218400003,468323.243271,722983.267312,376449.247609,747514.186196,443151.35068800004,6.6040654428028,0.0028451596840794297,yes
slr1615,143595.883702,166485.074694,215275.17727199997,241343.68800500003,186112.963409,172580.28433,187280.760626,259898.22739400002,483047.36693500006,305123.872874,199118.783818,226364.090729,778983.191607,200345.219426,139409.80716099998,160804.110392,714251.20518,161706.90577,130461.892926,231933.805841,0.42077135078557715,0.7912161905571485,no
slr1616,494694.634572196,1102397.99362837,772703.863261742,186473.82450769198,524984.251342452,394987.352800475,478714.092041057,377710.396316447,627941.8395781771,1027504.92654735,611321.371235224,747977.574080762,501831.47347203206,1010044.12242802,692225.204190663,201160.296288149,1497373.38746785,1089715.1904112,1861083.16939915,1380397.17654101,7.5775406606922155,0.001508708975963174,yes
slr1617,1087539.40146,1192191.18414,912261.7573709999,923889.4064409999,602758.691464,397835.178354,465054.91113,400955.705002,512830.066533,374182.657284,480353.347924,329483.425913,501344.71287299995,435294.80850100005,268932.058598,93680.5775513,573776.537456,256947.188507,718738.34843,567996.617804,14.290826054490188,5.30561405961915e-05,yes
slr1618,2787797.9037200003,2785050.9840599997,2090561.27941,2292193.8571099997,2290460.67863,1908194.9565299999,1475506.9276,1892159.39917,2121846.53054,1506602.2833,2372672.8138200003,1577178.51065,2198767.4846900003,1817274.56092,1821656.9344900001,2027621.61984,1454125.15296,1298466.81321,1084770.19973,910714.973311,8.529902665265771,0.0008498480133812032,yes
slr1619,7811897.272617999,1935388.9045740003,2207809.383783,311451.5847295,890873.395663,2023251.7533,1691523.49497,1236225.40986,10976125.338047,7783707.755207,2026167.9558093003,9619608.7271685,2509090.69647,9746287.2373881,9048550.1605685,8782896.5039734,11987898.554789,2450139.270914,2550106.104897,9233301.281163,2.5833343374302875,0.07969536173507655,no
slr1622,11824947.995538,12340551.034988001,13479238.47095,10469953.892811,12134532.917977,12538357.539853,17133127.54081,14582169.329935998,23845186.20208,36411726.19773,29026964.37835,33073795.05196,26955405.239231,34732062.425099,22909557.190189,25191690.586999997,39907048.44623,26337124.97736,32070608.611279998,29977858.34073,18.826441764497666,1.031358762407626e-05,yes
slr1623,2624695.12453,2952010.22567,2626161.3372299997,2641079.0474900003,2509748.5290099997,2195950.6117599998,2149810.38179,2340595.54782,2878127.8177900002,2382666.22449,2773040.12921,2684250.95695,112076.18651199999,3152309.46698,3015156.94665,3251254.20865,4086633.3831599997,3318507.19121,2978854.52453,2863064.51361,1.1721067990100886,0.3623099704656212,no
slr1624,845469.9543239999,1146553.726717,1011454.680893,1035047.3732110001,981268.095873,919866.6037620001,812631.494859,922364.844917,966039.5959760001,968240.200877,763748.5789890001,972056.395724,898014.7314170001,1248210.276261,1104098.165172,1087352.2787569999,2094311.2256490001,1695052.460846,1557145.702859,1640344.284521,22.624324296129686,3.292872499887904e-06,yes
slr1626,114481.422426,2918285.60874,952068.7592770001,1012286.5901,618704.01877,1806250.4689,464693.39003500005,2967687.6090700002,450528.13557399996,1992779.4539299998,622721.015968,1853792.41629,362303.648005,1634898.9684899999,1759829.5956599999,1950887.9934,1341733.97458,1534586.99166,1527471.7750600001,840029.622099,0.05454634227422194,0.9938432025887751,no
slr1639,558570.425328,314883.080871,239328.634261,235630.181506,259045.071663,250693.001423,236458.449825,222570.943632,409365.585943,326924.853814,363870.364008,330175.80589200003,380712.678967,374209.839652,356760.737083,397454.50444299995,261027.788002,587335.442572,181482.05341,170935.563684,0.8983132218151645,0.4893076868023194,no
slr1641,3327258.4491749,3369334.59128456,2949026.73278358,2836621.26050993,2322933.76793432,1877571.6078084998,3073401.99269857,2648922.07655178,1872783.00569155,2620852.88731786,1332084.27034329,1248464.8888716998,1281617.57990422,1263474.83801777,2087694.84881382,1920996.53797058,771228.194100557,2626074.80474913,2717342.43806114,2185804.59138614,4.19234137130282,0.01782385340271602,yes
slr1643,5750085.74887431,31048913.722995196,35643176.9379039,36643441.649275295,45395699.8085543,38642485.880191796,36632343.8463725,31014219.4826198,19248995.778470103,9946708.64561896,31783235.8076687,9635944.30036412,27790727.4823014,6276281.42079155,8686115.93565281,12491920.385155698,2372684.26020209,1967657.12905207,3048706.31347101,2354979.99737459,8.081809090160688,0.0011074149470483648,yes
slr1644,497314.080587,250656.44545,152686.152349,98745.7936775,517553.121549,119155.509825,440407.820371,466110.543937,135741.809502,111379.811495,275857.429507,250677.234496,161838.93963,655645.486752,263765.89874000003,426979.723469,465464.235372,649363.393142,597391.885949,221065.683004,1.7461898420762154,0.1923314427245308,no
slr1645,3451841.67361,965781.2492940001,2057334.1283599997,1896222.2750799998,780608.927291,1832747.43509,2002175.3931599997,1022014.4486799999,5108533.44257,2814352.58092,5069650.17715,2665850.80995,3715889.02945,2576106.7052599997,2777718.96613,2334960.45762,969407.923208,690079.332713,583364.526169,634830.023043,8.485259000750705,0.0008722070307816193,yes
slr1648,969725.139534,1101536.659146,891083.158834,1052636.229546,976476.7887479999,802194.715708,784835.851685,1002135.474464,682167.7222162,1000168.3108,1296573.388355,1165682.3679860001,1059444.183411,981810.586533,1084748.254384,1028342.071093,821419.348327,813668.858291,1293218.095092,694057.710062,0.6220476788403461,0.653817748438944,no
slr1655,7951516.786448799,4905828.155248,5030601.274905,13519312.213839998,6257124.417483999,8839396.71132,11698734.664110001,2776537.5278229997,29074528.772132,30428410.012432,15689995.559092002,42789222.503662296,14357893.088001998,40987635.426716,20108411.389298,20366296.51704,15856047.726717599,8643735.682442999,15123987.943362,13055715.418805,6.540352476018273,0.002971302331840018,yes
slr1656,594414.613166,157666.26663370003,192827.9843652,133704.479518,544643.1575201,129895.39779060001,439545.087042,525158.8773149999,202707.91149020003,195733.53064389998,155798.0165611,199509.4201355,191226.1986365,227764.560252,161841.25821479998,182857.03383499998,209719.721355,178894.197062,540466.668615,195041.06697910003,1.4070371944914588,0.27925655046141334,no
slr1657,1611405.131996,1240724.534681,1299920.29577,1007525.954168,1999828.975241,859306.5906799999,775190.170449,1242613.229664,1375580.885592,1358413.5988780002,1292844.036259,695841.2246020001,1628467.887099,703900.863104,778258.372351,949522.590541,801193.856167,600052.43978,1223855.5838209998,1031576.9608379999,0.6542999864988035,0.6328530824650083,no
slr1658,8310414.10508,9522561.240910001,7480036.42533,7125124.66,7373611.74405,6859634.01481,6561475.137,6686488.3998300005,6867610.7351400005,4575686.810880001,6719291.03876,4078584.95225,5605693.361169999,3746517.91819,3767991.59818,4052550.70219,1587709.94089,1226434.24333,1669493.43119,1026066.52731,31.833462522076925,3.6133087953776944e-07,yes
slr1665,6009058.43805,5824385.669919999,1950442.141666,1826462.863984,2803823.025246,1305361.452689,2877354.4142630002,992263.3284620001,1013020.1678549999,1529452.153038,850227.860696,1757196.1371580001,735757.067864,1111067.080576,1482898.383668,1893936.9002130001,1266283.12666,2286571.979403,3105472.373723,3020187.054265,3.062045058553961,0.04968922042919324,yes
slr1666,1242626.83898544,2426982.37297641,1835453.81757754,2036965.71437265,1232600.11961122,2052706.00700374,1382031.69743188,1286424.77185395,6062723.87112496,6165689.65546893,4332283.03675875,5319496.32949371,3948882.00075757,5203529.35225276,4538579.88531412,4196445.66696722,3661645.66876689,3930414.33583011,2543339.88798298,2402225.57575221,28.448821934359728,7.564166877778736e-07,yes
slr1668,4475395.5262,4405528.13783,3486015.36578,4070683.88644,5663704.647580001,3349712.5668099998,2750354.958808,4851584.04149,5659865.67576,1074552.4323975001,3393447.24283,3426220.81387,3829333.66916,3650868.9919300005,2896604.447116,3542333.7914,3804294.7906400003,4687565.517,3228628.386429,3533563.25446,0.4060281605730413,0.8014467298219361,no
slr1673,528627.777209,421111.586663,285147.201893,331424.592544,578916.727903,289679.387505,321589.762288,906126.1696799999,740598.538043,647342.810612,475070.549487,827793.7534149999,435826.442747,999952.137037,777747.259857,805783.2297,1659860.7501299998,1165811.62643,1647707.58045,1786976.2325099998,17.188107851557305,1.790275792702151e-05,yes
slr1674,1783236.958791,1141936.9634739999,1719917.869153,1071125.977126,977992.58613,1312763.6809969998,1734579.0203099998,1684786.276588,1601871.568244,1067981.603651,2243516.1378599997,1201753.9301139999,4208623.25077,1922603.2038689998,1991184.9516409999,2450691.729401,2337507.022794,771349.276356,2018823.484563,1070223.468772,2.4216722433870848,0.09397829734025748,no
slr1677,347133.622151,324816.520198,222110.936727,234223.230431,255054.85841999998,161373.369586,173720.749773,114438.596626,260444.959014,321161.169554,207170.818276,364796.383609,183542.28853800002,350094.946865,245361.278846,254943.89543099998,582449.386243,327143.78738,831105.945593,393753.973392,5.285145915588098,0.007363431945587948,yes
slr1678,2227922.59532842,2170444.48503641,2947696.68753174,2278334.3006142997,2434400.47783538,3211831.40651642,3193142.3345485,2847658.90531199,1593913.21372002,987236.78336801,2235680.7137672002,1123173.65955136,2853996.18061746,1028401.30255101,676368.809193579,1064885.41307352,776035.228239718,660824.627639003,819336.972528039,712734.459712231,9.66442399867905,0.00045170334758266764,yes
slr1679,538828.277771,669137.895241,661589.106119,727742.646559,731196.722451,515720.039367,627620.944391,357783.257694,1024268.8834700001,894915.5203389999,839966.071402,834766.788487,779581.036811,580335.444282,630146.642781,725479.660205,608328.679054,696320.842645,881677.924142,698737.920549,5.1647476340421505,0.008079299248621424,yes
