"","protein","X60_1","X60_2","X60_3","X60_4","X100_1","X100_2","X100_3","X100_4","X200_1","X200_2","X200_3","X200_4","X300_1","X300_2","X300_3","X300_4","X1000_1","X1000_2","X1000_3","X1000_4"
"1023","slr1275",252995.0232032,1358635.335988,1471072.511385,1737847.501111,183821.7738584,1790643.146561,311009.926867,1801657.343068,1289112.688295,774896.676916,1977471.364098,880487.035109,1481421.33509,762823.129303,1301212.646355,1127941.743602,413643.859259,750201.71036,557850.140017,987806.616849
"1024","slr1276",3157119.085154,2640797.113346,1967729.893897,2479344.757575,4206472.81415,1646273.440433,2603603.91901,1955437.214143,2015436.222039,1986396.916128,1885092.510734,2176971.432638,2159173.701795,2515854.250037,2084482.13905,2439432.465533,2254899.847448,2257897.217589,3089422.57898,2060778.946091
"1025","slr1277",3125828.35586807,4414549.51094774,4102508.04010309,4408376.51870756,5837386.6957385,7883493.37642855,5104690.48674879,10126581.6071966,12362823.8725115,7475834.13230585,10126391.1624965,7284099.99287289,11312638.216177,7930811.4261787,9878618.40083399,9034307.00663394,4746585.40662605,8564555.64332923,4163429.25242117,6190061.05487306
"1026","slr1280",1118046.943935,1136684.457781,1343378.928995,1380835.254818,801918.762142,1052897.249534,1490675.786343,1043011.335536,859088.72299,1389788.394196,965901.058593,300160.457171,2792616.275226,414960.418388,577551.287457,621230.49084,352911.3972678,1145433.959152,532667.406115,1234528.980692
"1027","slr1281",1492799.0281593,691037.809913,527787.973592,665192.759637,1880781.717262,364464.569729,1468917.49689,645341.899119,877876.203587,921083.2354507,605496.03836,1012273.579376,475480.016199,1384710.144652,1073500.572713,915515.35187,1323477.7281958,1148972.864362,497203.33894,828637.6055643
"1028","slr1282",3054361.99662,2965632.82984,2419001.8001,2870295.89119,4648491.71941,3109760.39179,2778617.81325,273663.497603,2174099.42132,4559204.98232,5343468.59019,5472063.42018,7136250.93534,7361123.95224,6618020.38933,7674676.32454,12026184.0295,13979874.8493,9708980.28754,12260527.413
"1029","slr1289",412894.326923026,1299623.13525125,833661.74668252,1217306.56877302,744432.080399072,820727.046680812,1512625.84883558,1777648.66654487,3154042.21400763,5577257.3882137,1242112.79481579,3553856.1173235,1096169.91554182,2898781.75561077,3338984.78471126,3621325.95855536,2572134.10562972,5722257.10231112,3872885.77172069,6552191.5884466
"1030","slr1299",5523998.47780679,4903672.66375346,4054190.25239854,3778966.52046881,5298328.82686888,3422724.87360323,3994160.73484978,2759571.81965639,7901590.99195946,9364638.12864725,7056360.5397435,9799692.16404465,6914950.91741204,10970508.997646,8378589.92688616,8141969.75937093,13702530.2071994,9411695.14822325,16621022.2964927,11578316.7238027
"1031","slr1301",2054954.10995,2915997.273402,1621483.8494739,2773712.341638,2834533.83597,1891820.847051,1598766.087335,1613800.170281,2285950.807737,2012933.176741,2364060.359945,2455817.457022,1402286.4833121,2746147.344706,2052574.121816,2098632.76041,3391760.153216,2581604.340975,2033994.869731,2845531.75746
"1032","slr1302",898349.312415,937334.508239,803770.920184,870820.990963,767849.961,492545.549578,644237.074999,1780055.222777,695892.428184,1309880.288912,607025.174613,1292672.797984,439373.528535,292656.728193,696828.788157,728762.669621,833418.765292,742066.174587,1135749.280638,1096632.013459
"1033","slr1305",731223.100213,780947.805092,529624.079405,611327.998165,630068.128032,477240.180261,372446.823347,422807.175727,363740.482742,796831.528957,528660.914866,707134.145042,332337.594598,574322.533256,607904.856921,524320.598192,338704.535009,282623.726548,547699.425267,194577.95197
"1034","slr1312",1286878.9975962,1978239.020797,1669978.297128,1954356.107162,1398957.924169,1823228.052249,1610109.222751,1905818.898792,2117950.744182,2728634.820892,1701926.349516,3377880.888034,1801910.376762,2360129.782493,190928.925172,611953.962522,2454549.211064,758001.552568,1011789.402444,1780646.562694
"1035","slr1322",284806.010015,449432.158721,345422.019427,667834.32862,414902.133554,224182.291652,481353.206711,1329183.26359,609706.958371,625885.040312,347867.576654,170727.256137,421911.68237,427961.310729,687104.673199,444559.242104,474180.785557,668653.224216,1078951.2611,448759.347614
"1036","slr1324",270845.393595,218018.160307,204346.236919,190445.950091,175223.553705,209798.808096,199996.708729,200030.224036,214779.586409,180377.729869,182206.860438,210845.892089,308102.929404,224498.366904,169795.978727,203750.329896,124680.071162,124300.58829,167170.967967,257073.302934
"1037","slr1325",946315.589279,1187295.25923,1249444.291535,1440328.716729,327704.370108,1212209.034835,517173.0238888,1583697.69452,1696194.152155,1671090.011839,1316002.853579,1627028.117314,1573989.141385,1428391.23952,1689613.419084,1671599.945148,1570585.333542,1295650.723617,1384406.0801,1444856.627663
"1038","slr1329",108871997.152741,97136237.2208646,78339457.18014,79908155.1014574,107993946.023054,72919297.8012002,78169120.2643389,43946954.9977673,131158031.46952,131499931.747105,115365943.216028,159810875.540442,124621435.388497,160540289.290157,131204666.662484,141477427.499826,192021917.626532,159781955.820877,192314143.424492,141017411.839597
"1039","slr1330",3352056.94118217,3014719.16936506,7152884.41029043,4730683.94497192,2873061.94549079,5554176.51139913,6667697.36956926,2180108.10541337,606016.567037146,360886.528324516,846638.490644589,249386.661207691,3678867.55971858,490302.370656467,281110.191387747,414349.623691103,357672.727716296,454756.023508638,333549.182067901,545206.676818381
"1040","slr1331",2046855.20597814,1877710.336505,1886901.45476141,2028487.1592686,1843312.65862272,2165103.15483203,1469902.84587531,2605357.58988279,2609032.68570554,1502549.71594246,2103593.27237208,1264083.48529638,2222296.56989489,1656630.45925105,2054246.68652252,2255762.47075936,2018453.85729403,2891536.26919846,1736789.1867421,2010669.56960924
"1041","slr1334",312066.876395,149337.99997,545688.550888,371264.678992,244993.760613,282411.017446,381581.308318,417312.495823,267366.920546,299997.429487,151833.453402,190113.302048,505004.032675,323711.639109,305655.012201,192726.677101,390790.418732,306437.043317,142356.474476,255172.070991
"1042","slr1338",1317223.50184,619897.30408,373406.612263,473544.358938,473169.715228,209678.631707,264370.064035,209741.805299,366387.05165,229037.462117,607181.347967,410015.854805,405779.636837,365373.495928,223623.588094,279036.136217,240209.327057,153755.367824,291640.728213,194663.085178
"1043","slr1342",2358247.42019211,2401270.15641924,1804826.93063264,2151013.54457374,2282479.49387273,1966324.51133871,1961646.07177594,1568600.36579046,1555120.65478756,1362089.47455651,1821786.28024016,1321572.13237656,1687947.11835119,1097713.84336712,1038630.54247426,1084650.1232302,666421.154963567,500431.645833049,859219.403171801,325964.322846595
"1044","slr1347",4131316.491735,4633369.997396,3177889.721631,3659459.014851,4072647.601378,3221531.957181,3531856.502421,2463693.832465,3267459.36413,3684860.544133,3032332.407705,3255923.942834,2815115.929003,3764478.203532,3278501.762045,3005335.95984,3892667.139045,4092635.97781,6032018.975706,3827506.212861
"1045","slr1349",8297546.19153272,5563628.36345501,3873992.20081471,4246847.80936165,6787095.90140774,3235740.67315706,4986091.94385627,2956714.97516132,4572887.05349206,6488393.27644619,3032017.26432956,4408705.40811098,2814054.2677514,6309232.72376809,5700460.71215976,5678736.17681075,4985342.76864975,5243811.60321638,9530218.68603015,5021209.89746244
"1046","slr1351",1084002.523332,1485341.635912,1256586.940216,1298115.085323,1573590.611699,1323535.156502,1513863.059899,333631.3359841,2809025.753484,2807472.05605,2629169.421418,2947957.75828,3393498.06161,3151654.67871,3058912.81733,3684120.42379,3201238.656501,3188164.394141,3988061.495437,2235165.619138
"1047","slr1353",386162.722593,1881879.19948,1452968.72732,1744305.35484,746276.404129,1496246.38316,1323256.7956,1320483.62132,1100228.06588,541530.956165,1310612.36248,636210.707904,1388320.65234,442774.413331,582944.551217,565846.128523,153834.271791,174951.037548,198305.252202,186864.507096
"1048","slr1356",2644315.6408098,6262538.1323823,5744285.77303158,6014683.11038928,3670786.80097655,6226596.43430686,3744979.36749964,6395612.84713358,9745732.82315209,6447063.82780567,11743101.4627132,5837361.08484594,14887433.1392078,6061319.64666291,5745454.48493581,6938054.29185482,4786037.3124306,4278896.68580703,5312438.76365493,3688200.10659272
"1049","slr1362",217610.953139,300221.909857,200586.757292,237457.075956,248293.282945,178932.455012,221037.053033,235287.985792,973428.94952,699368.593395,573013.176801,710893.361277,863670.603042,1075191.13486,773116.334945,939825.128173,1338776.59715,783984.142472,1262815.60364,1184250.34963
